Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;;;;Kein Datum gef;;
;1;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Innovative Verfahren im Straßenbau.--.18200.--.162.--.VIS;Kein Datum gef;1;
;2;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;ÖPNV Straße und Schiene.--.1030.--.162.--.VIS;Kein Datum gef;1;
;3;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Schalung und Rüstung.--.18280.--.162.--.VIS;Kein Datum gef;1;
;4;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Transportlogistik.--.1040.--.162.--.VIS;Kein Datum gef;1;
;5;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Binnenschifffahrt und Luftverkehr.--.2010.--.162.--.VIS;Kein Datum gef;1;
;6;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Betrieb von Straßen.--.1020.--.162.--.VIS;Kein Datum gef;1;
Beschaffung und Logistik.--.19274030.--.1927.--.BW;;;;Kein Datum gef;;
;1;Beschaffung und Logistik.--.19274030.--.1927.--.BW;Corporate Finance.--.9020.--.132.--.BW;Kein Datum gef;5;
Beschaffung und Logistik.--.611924030.--.192.--.BW;;;;Kein Datum gef;;
;1;Beschaffung und Logistik.--.611924030.--.192.--.BW;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Kein Datum gef;4;
;2;Beschaffung und Logistik.--.611924030.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Kein Datum gef;8;
;3;Beschaffung und Logistik.--.611924030.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;Kein Datum gef;2;
;4;Beschaffung und Logistik.--.611924030.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kein Datum gef;1;
;5;Beschaffung und Logistik.--.611924030.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;Kein Datum gef;3;
;6;Beschaffung und Logistik.--.611924030.--.192.--.BW;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Kein Datum gef;2;
;7;Beschaffung und Logistik.--.611924030.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;Kein Datum gef;1;
;8;Beschaffung und Logistik.--.611924030.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;Kein Datum gef;2;
;9;Beschaffung und Logistik.--.611924030.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;Kein Datum gef;1;
;10;Beschaffung und Logistik.--.611924030.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;Kein Datum gef;2;
;11;Beschaffung und Logistik.--.611924030.--.192.--.BW;Operations Research.--.611924020.--.192.--.BW;Kein Datum gef;10;
Betoninstandsetzung.--.17260.--.192.--.BB;;;;Kein Datum gef;;
;1;Betoninstandsetzung.--.17260.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;Kein Datum gef;1;
;2;Betoninstandsetzung.--.17260.--.192.--.BB;Spannbetonbau.--.601927030.--.192.--.BB;Kein Datum gef;12;
;3;Betoninstandsetzung.--.17260.--.192.--.BB;Ingenieurholzbau II.--.601927020.--.192.--.BB;Kein Datum gef;13;
;4;Betoninstandsetzung.--.17260.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;5;Betoninstandsetzung.--.17260.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;Kein Datum gef;1;
;6;Betoninstandsetzung.--.17260.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;7;Betoninstandsetzung.--.17260.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;4;
;8;Betoninstandsetzung.--.17260.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Kein Datum gef;1;
;9;Betoninstandsetzung.--.17260.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;13;
;10;Betoninstandsetzung.--.17260.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;Kein Datum gef;1;
;11;Betoninstandsetzung.--.17260.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;Kein Datum gef;2;
;12;Betoninstandsetzung.--.17260.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;12;
;13;Betoninstandsetzung.--.17260.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;3;
;14;Betoninstandsetzung.--.17260.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;Kein Datum gef;1;
;15;Betoninstandsetzung.--.17260.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;2;
;16;Betoninstandsetzung.--.17260.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;4;
;17;Betoninstandsetzung.--.17260.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;Kein Datum gef;1;
;18;Betoninstandsetzung.--.17260.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;2;
;19;Betoninstandsetzung.--.17260.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;4;
;20;Betoninstandsetzung.--.17260.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;Kein Datum gef;1;
;21;Betoninstandsetzung.--.17260.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;5;
;22;Betoninstandsetzung.--.17260.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;1;
;23;Betoninstandsetzung.--.17260.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;Kein Datum gef;17;
;24;Betoninstandsetzung.--.17260.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;3;
;25;Betoninstandsetzung.--.17260.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;Kein Datum gef;1;
;26;Betoninstandsetzung.--.17260.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;3;
;27;Betoninstandsetzung.--.17260.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;17;
;28;Betoninstandsetzung.--.17260.--.192.--.BB;Geotechnik IV.--.601927010.--.192.--.BB;Kein Datum gef;10;
;29;Betoninstandsetzung.--.17260.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;Kein Datum gef;1;
;30;Betoninstandsetzung.--.17260.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;4;
;31;Betoninstandsetzung.--.17260.--.192.--.BB;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Kein Datum gef;13;
;32;Betoninstandsetzung.--.17260.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;Kein Datum gef;1;
;33;Betoninstandsetzung.--.17260.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;Kein Datum gef;1;
;34;Betoninstandsetzung.--.17260.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;4;
;35;Betoninstandsetzung.--.17260.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;Kein Datum gef;1;
;36;Betoninstandsetzung.--.17260.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;Kein Datum gef;1;
;37;Betoninstandsetzung.--.17260.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;Kein Datum gef;1;
;38;Betoninstandsetzung.--.17260.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;Kein Datum gef;16;
;39;Betoninstandsetzung.--.17260.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Kein Datum gef;5;
Betontechnologie.--.17280.--.192.--.BB;;;;Kein Datum gef;;
;1;Betontechnologie.--.17280.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;Kein Datum gef;1;
;2;Betontechnologie.--.17280.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;13;
;3;Betontechnologie.--.17280.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;Kein Datum gef;5;
;4;Betontechnologie.--.17280.--.192.--.BB;Spannbetonbau.--.601927030.--.192.--.BB;Kein Datum gef;5;
;5;Betontechnologie.--.17280.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;1;
;6;Betontechnologie.--.17280.--.192.--.BB;Ingenieurholzbau II.--.601927020.--.192.--.BB;Kein Datum gef;6;
;7;Betontechnologie.--.17280.--.192.--.BB;Geotechnik IV.--.601927010.--.192.--.BB;Kein Datum gef;5;
;8;Betontechnologie.--.17280.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;Kein Datum gef;4;
;9;Betontechnologie.--.17280.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Kein Datum gef;2;
;10;Betontechnologie.--.17280.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;2;
;11;Betontechnologie.--.17280.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;Kein Datum gef;1;
;12;Betontechnologie.--.17280.--.192.--.BB;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Kein Datum gef;5;
;13;Betontechnologie.--.17280.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;Kein Datum gef;4;
;14;Betontechnologie.--.17280.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;15;Betontechnologie.--.17280.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;4;
;16;Betontechnologie.--.17280.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;Kein Datum gef;1;
;17;Betontechnologie.--.17280.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;2;
;18;Betontechnologie.--.17280.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;2;
;19;Betontechnologie.--.17280.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
;20;Betontechnologie.--.17280.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;21;Betontechnologie.--.17280.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;Kein Datum gef;3;
;22;Betontechnologie.--.17280.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;Kein Datum gef;4;
;23;Betontechnologie.--.17280.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;2;
Betrieb von Straßen.--.1020.--.162.--.VIS;;;;Kein Datum gef;;
;1;Betrieb von Straßen.--.1020.--.162.--.VIS;ÖPNV Straße und Schiene.--.1030.--.162.--.VIS;Kein Datum gef;15;
;2;Betrieb von Straßen.--.1020.--.162.--.VIS;Schalung und Rüstung.--.18280.--.162.--.VIS;Kein Datum gef;1;
;3;Betrieb von Straßen.--.1020.--.162.--.VIS;IT-Anwendung im Verkehrswesen.--.18310.--.162.--.VIS;Kein Datum gef;1;
;4;Betrieb von Straßen.--.1020.--.162.--.VIS;Fremdsprache.--.17750.--.162.--.VIS;Kein Datum gef;1;
;5;Betrieb von Straßen.--.1020.--.162.--.VIS;Bahntechnik.--.17260.--.162.--.VIS;Kein Datum gef;1;
;6;Betrieb von Straßen.--.1020.--.162.--.VIS;Transportlogistik.--.1040.--.162.--.VIS;Kein Datum gef;15;
;7;Betrieb von Straßen.--.1020.--.162.--.VIS;Bemessung und Erhaltung von Straßen.--.2020.--.162.--.VIS;Kein Datum gef;1;
;8;Betrieb von Straßen.--.1020.--.162.--.VIS;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;Kein Datum gef;8;
Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;;;;Kein Datum gef;;
;1;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Kein Datum gef;64;
;2;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;Kein Datum gef;3;
;3;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;Kein Datum gef;15;
;4;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;Kein Datum gef;2;
;5;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Kein Datum gef;1;
;6;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;Kein Datum gef;64;
;7;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Kein Datum gef;63;
;8;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Management.--.611929002.--.192.--.BW;Kein Datum gef;70;
;9;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kein Datum gef;3;
;10;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Personalmanagement.--.611923041.--.192.--.BW;Kein Datum gef;4;
;11;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;Kein Datum gef;19;
;12;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Qualitätsmanagement.--.611929008.--.192.--.BW;Kein Datum gef;14;
;13;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;Kein Datum gef;4;
;14;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Kein Datum gef;12;
Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;;;;Kein Datum gef;;
;1;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Kein Datum gef;3;
;2;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Internat.Bauen und Bauvertragsrecht.--.19000.--.201.--.WBI;Kein Datum gef;1;
;3;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Immobilienfinanzierung und-investition.--.17140.--.201.--.WBI;Kein Datum gef;2;
;4;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Immobilienwirtschaft II.--.642016010.--.201.--.WBI;Kein Datum gef;3;
;5;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Energietechnik II.--.642016020.--.201.--.WBI;Kein Datum gef;3;
;6;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;Kein Datum gef;3;
;7;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;Kein Datum gef;1;
;8;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Lean Managemet.--.19010.--.201.--.WBI;Kein Datum gef;2;
Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;;;;Kein Datum gef;;
;1;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;Kein Datum gef;23;
;2;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;Kein Datum gef;1;
;3;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Diskrete Mathematik.--.1242121020.--.212.--.WI;Kein Datum gef;1;
;4;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Grundlagen der Wirtschaftsinformatik.--.1242121040.--.212.--.WI;Kein Datum gef;3;
;5;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;Kein Datum gef;3;
;6;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;Kein Datum gef;12;
;7;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;Kein Datum gef;2;
;8;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Kein Datum gef;18;
;9;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Kein Datum gef;3;
;10;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Grundlagen der BWL.--.1242121030.--.212.--.WI;Kein Datum gef;2;
;11;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Mathematik 2.--.1242122011.--.212.--.WI;Kein Datum gef;1;
Betriebswirtschaft.--.1050.--.182.--.WBI;;;;Kein Datum gef;;
;1;Betriebswirtschaft.--.1050.--.182.--.WBI;Baumanagement 1.--.2040.--.182.--.WBI;Kein Datum gef;1;
;2;Betriebswirtschaft.--.1050.--.182.--.WBI;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Kein Datum gef;1;
;3;Betriebswirtschaft.--.1050.--.182.--.WBI;Baustoffkunde und Bauphysik.--.1030.--.182.--.WBI;Kein Datum gef;1;
;4;Betriebswirtschaft.--.1050.--.182.--.WBI;Rechnungswesen.--.2050.--.182.--.WBI;Kein Datum gef;1;
Betriebswirtschaft.--.642011050.--.201.--.WBI;;;;Kein Datum gef;;
;1;Betriebswirtschaft.--.642011050.--.201.--.WBI;Baustoffkunde und Bauphysik.--.642011030.--.201.--.WBI;Kein Datum gef;44;
;2;Betriebswirtschaft.--.642011050.--.201.--.WBI;Geotechnik und Vermessung.--.642012030.--.201.--.WBI;Kein Datum gef;11;
;3;Betriebswirtschaft.--.642011050.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;9;
;4;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mechanik I.--.642011022.--.201.--.WBI;Kein Datum gef;1;
;5;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mathematik I.--.642011011.--.201.--.WBI;Kein Datum gef;6;
;6;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mathematik II.--.642012010.--.201.--.WBI;Kein Datum gef;11;
;7;Betriebswirtschaft.--.642011050.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;1;
;8;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mathematik I.--.642011010.--.201.--.WBI;Kein Datum gef;40;
;9;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mechanik II.--.642012020.--.201.--.WBI;Kein Datum gef;7;
;10;Betriebswirtschaft.--.642011050.--.201.--.WBI;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Kein Datum gef;43;
;11;Betriebswirtschaft.--.642011050.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;1;
;12;Betriebswirtschaft.--.642011050.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;Kein Datum gef;1;
;13;Betriebswirtschaft.--.642011050.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;1;
;14;Betriebswirtschaft.--.642011050.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;11;
;15;Betriebswirtschaft.--.642011050.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Kein Datum gef;1;
;16;Betriebswirtschaft.--.642011050.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;1;
;17;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mechanik I.--.642011021.--.201.--.WBI;Kein Datum gef;9;
;18;Betriebswirtschaft.--.642011050.--.201.--.WBI;Mechanik I.--.642011020.--.201.--.WBI;Kein Datum gef;30;
Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;;;;Kein Datum gef;;
;1;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Kein Datum gef;4;
;2;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;Kein Datum gef;1;
;3;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;Kein Datum gef;2;
;4;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;Kein Datum gef;34;
;5;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Diskrete Mathematik.--.1202121020.--.212.--.IF;Kein Datum gef;48;
;6;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;Kein Datum gef;28;
;7;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;Kein Datum gef;1;
Bilanzierung und Steuerlehre.--.3050.--.182.--.WBI;;;;Kein Datum gef;;
;1;Bilanzierung und Steuerlehre.--.3050.--.182.--.WBI;Recht III.--.7010.--.182.--.WBI;Kein Datum gef;1;
Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;;;;Kein Datum gef;;
;1;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;1;
;2;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;3;
;3;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Kein Datum gef;6;
;4;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Recht II.--.642016030.--.201.--.WBI;Kein Datum gef;2;
;5;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;18;
;6;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;Kein Datum gef;9;
;7;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Energietechnik II.--.642016020.--.201.--.WBI;Kein Datum gef;4;
;8;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;5;
;9;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Nachhaltigkeit, Umwelt, Verantwortung.--.17170.--.201.--.WBI;Kein Datum gef;1;
;10;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;4;
;11;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;19;
;12;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;Kein Datum gef;18;
;13;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;18;
;14;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;Kein Datum gef;1;
;15;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;Kein Datum gef;2;
;16;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;20;
;17;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Immobilienfinanzierung und-investition.--.17140.--.201.--.WBI;Kein Datum gef;1;
;18;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Immobilienwirtschaft II.--.642016010.--.201.--.WBI;Kein Datum gef;1;
;19;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;Kein Datum gef;4;
Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;;;;Kein Datum gef;;
;1;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Kein Datum gef;7;
;2;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Beschaffung und Logistik.--.611924030.--.192.--.BW;Kein Datum gef;4;
;3;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kein Datum gef;3;
;4;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;Kein Datum gef;1;
;5;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;Kein Datum gef;3;
;6;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;Kein Datum gef;4;
